net,length_um
row_data[34],8.26
row_data[54],8.26
scaled_scores\[28\]\[6\],8.26
weights\[46\]\[5\],8.26
net1497,8.26
net2391,8.26
net2540,8.26
net2555,8.26
net2651,8.26
net2812,8.26
net2885,8.26
net3963,8.26
net4411,8.26
net4502,8.26
net6170,8.26
net6192,8.26
net6730,8.26
net6829,8.26
net6935,8.26
net7640,8.26
net7764,8.26
net7775,8.26
_14455_,8.25
k\[107\]\[7\],8.245
_01368_,8.24
_08726_,8.24
_08774_,8.24
_13789_,8.24
_14447_,8.24
_14513_,8.24
_16936_,8.24
_19356_,8.24
_19655_,8.24
_19745_,8.24
_20140_,8.24
_20618_,8.24
_21142_,8.24
_21621_,8.24
_21631_,8.24
_21674_,8.24
_21788_,8.24
_22592_,8.24
_23115_,8.24
_23324_,8.24
_25344_,8.24
_25767_,8.24
_26140_,8.24
_26264_,8.24
_26279_,8.24
_26387_,8.24
_27221_,8.24
_27228_,8.24
_27991_,8.24
_27995_,8.24
_28105_,8.24
_28397_,8.24
_28476_,8.24
_28832_,8.24
_29277_,8.24
_30116_,8.24
_30230_,8.24
_30319_,8.24
_31189_,8.24
_31882_,8.24
_31901_,8.24
_31922_,8.24
_32551_,8.24
_34115_,8.24
_34133_,8.24
_34288_,8.24
_35493_,8.24
_36348_,8.24
_39445_,8.24
_39623_,8.24
_39875_,8.24
_40458_,8.24
_40871_,8.24
_40899_,8.24
_41564_,8.24
_41806_,8.24
_41868_,8.24
_42123_,8.24
_43159_,8.24
_43868_,8.24
_44053_,8.24
_44129_,8.24
k\[121\]\[6\],8.24
out\[10\]\[6\],8.24
q\[103\]\[0\],8.24
q\[1\]\[3\],8.24
raw_scores\[23\]\[11\],8.24
raw_scores\[2\]\[12\],8.24
scaled_scores\[3\]\[12\],8.24
scaled_scores\[57\]\[7\],8.24
weights\[0\]\[7\],8.24
net930,8.24
net935,8.24
net1181,8.24
net2348,8.24
net2376,8.24
net2546,8.24
net2599,8.24
net2824,8.24
net3002,8.24
net3071,8.24
net3318,8.24
net3419,8.24
net3924,8.24
net4552,8.24
net5815,8.24
net7203,8.24
net7323,8.24
_03161_,8.235
_44067_,8.23
_01522_,8.225
_01615_,8.225
_01910_,8.225
_03510_,8.225
_04901_,8.225
_05369_,8.225
_05559_,8.225
_05657_,8.225
_06594_,8.225
_07325_,8.22
_07857_,8.22
_08529_,8.22
_10303_,8.22
_19742_,8.22
_20861_,8.22
_22182_,8.22
_22258_,8.22
_22262_,8.22
_22879_,8.22
_23708_,8.22
_25494_,8.22
_25996_,8.22
_26740_,8.22
_27838_,8.22
_30113_,8.22
_33583_,8.22
_33602_,8.22
_34316_,8.22
_35692_,8.22
_40750_,8.22
_40927_,8.22
_42374_,8.22
_42488_,8.22
out\[65\]\[0\],8.22
out\[81\]\[4\],8.22
scaled_scores\[18\]\[5\],8.22
scaled_scores\[23\]\[0\],8.22
scaled_scores\[58\]\[12\],8.22
weights\[10\]\[6\],8.22
net2456,8.22
net3930,8.22
net4667,8.22
net4910,8.22
net4983,8.22
_25978_,8.215
_01381_,8.205
_02693_,8.205
_05100_,8.205
_05526_,8.205
_05860_,8.205
_06015_,8.205
_06127_,8.205
out\[38\]\[5\],8.205
v\[112\]\[3\],8.205
v\[81\]\[2\],8.205
weights\[45\]\[2\],8.205
_12421_,8.2
_12957_,8.2
_13815_,8.2
_14320_,8.2
_15276_,8.2
_19360_,8.2
_19495_,8.2
_19657_,8.2
_20053_,8.2
_21048_,8.2
_21328_,8.2
_22435_,8.2
_23401_,8.2
_23427_,8.2
_23564_,8.2
_24139_,8.2
_24172_,8.2
_24285_,8.2
_25151_,8.2
_25898_,8.2
_26792_,8.2
_27175_,8.2
_28409_,8.2
_28475_,8.2
_28515_,8.2
_28535_,8.2
_29118_,8.2
_30642_,8.2
_34443_,8.2
_34652_,8.2
_35181_,8.2
_36460_,8.2
_36657_,8.2
_37171_,8.2
_37586_,8.2
_39485_,8.2
_39642_,8.2
_39692_,8.2
_40168_,8.2
_40661_,8.2
_41389_,8.2
_42493_,8.2
_42894_,8.2
_43065_,8.2
_43215_,8.2
_43770_,8.2
_43783_,8.2
k\[111\]\[7\],8.2
k\[94\]\[1\],8.2
out\[100\]\[3\],8.2
out\[105\]\[0\],8.2
out\[21\]\[3\],8.2
out\[70\]\[7\],8.2
out\[77\]\[0\],8.2
q\[43\]\[4\],8.2
v\[53\]\[7\],8.2
weights\[21\]\[4\],8.2
weights\[21\]\[5\],8.2
net1524,8.2
net1920,8.2
net4448,8.2
net6026,8.2
net7740,8.2
_04668_,8.195
_06936_,8.195
_01547_,8.185
_03279_,8.185
_07163_,8.18
net1602,8.18
net1688,8.18
net7715,8.18
_25462_,8.175
_24420_,8.17
_29096_,8.17
_37992_,8.17
_41139_,8.17
row_data[19],8.17
row_data[88],8.17
_00398_,8.165
_01181_,8.165
_02974_,8.165
_03144_,8.165
_03185_,8.165
_04454_,8.165
_04817_,8.165
_04936_,8.165
_05690_,8.165
_05995_,8.165
_06082_,8.165
_00160_,8.16
_02451_,8.16
_04542_,8.16
_08438_,8.16
_08466_,8.16
_08895_,8.16
_14277_,8.16
_16587_,8.16
_17219_,8.16
_19687_,8.16
_24263_,8.16
_26157_,8.16
_28000_,8.16
_28430_,8.16
_29001_,8.16
_29183_,8.16
_29588_,8.16
_29729_,8.16
_30855_,8.16
_32287_,8.16
_36678_,8.16
_38385_,8.16
_43925_,8.16
q\[50\]\[3\],8.16
v\[60\]\[5\],8.16
net926,8.16
net943,8.16
net1096,8.16
net2345,8.16
net3201,8.16
net3228,8.16
net3406,8.16
net5031,8.16
net6034,8.16
net6495,8.16
_01903_,8.155
_02761_,8.155
_03467_,8.155
_04108_,8.155
_05432_,8.155
_29403_,8.155
_30197_,8.155
v\[102\]\[7\],8.155
_00546_,8.145
_03111_,8.145
_04424_,8.145
_05396_,8.145
_07043_,8.145
_00112_,8.14
_00223_,8.14
_07083_,8.14
_07727_,8.14
_09109_,8.14
_10136_,8.14
_10233_,8.14
_10496_,8.14
_10521_,8.14
_10580_,8.14
_10992_,8.14
_12009_,8.14
_12273_,8.14
_12326_,8.14
_12764_,8.14
_13218_,8.14
_14312_,8.14
_14409_,8.14
_14523_,8.14
_15561_,8.14
_15861_,8.14
_15881_,8.14
_16057_,8.14
_16239_,8.14
_16389_,8.14
_16442_,8.14
_16626_,8.14
_16982_,8.14
_17943_,8.14
_18865_,8.14
_19829_,8.14
_20486_,8.14
_20487_,8.14
_21205_,8.14
_23188_,8.14
_23290_,8.14
_23875_,8.14
_23884_,8.14
_24586_,8.14
_24916_,8.14
_27401_,8.14
_27682_,8.14
_28565_,8.14
_29576_,8.14
_29598_,8.14
_30232_,8.14
_30454_,8.14
_31319_,8.14
_31957_,8.14
_33339_,8.14
_34192_,8.14
_34891_,8.14
_35774_,8.14
_35781_,8.14
_36453_,8.14
_37324_,8.14
_37632_,8.14
_38291_,8.14
_39025_,8.14
_39328_,8.14
_39848_,8.14
_41328_,8.14
_42873_,8.14
_43161_,8.14
_43289_,8.14
k\[116\]\[4\],8.14
k\[84\]\[4\],8.14
q\[5\]\[2\],8.14
raw_scores\[12\]\[11\],8.14
raw_scores\[22\]\[2\],8.14
raw_scores\[27\]\[10\],8.14
raw_scores\[32\]\[15\],8.14
raw_scores\[49\]\[8\],8.14
raw_scores\[56\]\[2\],8.14
raw_scores\[57\]\[19\],8.14
raw_scores\[5\]\[18\],8.14
raw_scores\[60\]\[17\],8.14
raw_scores\[63\]\[18\],8.14
v\[19\]\[7\],8.14
v\[99\]\[7\],8.14
net959,8.14
net1108,8.14
net1300,8.14
net1744,8.14
net2360,8.14
net2700,8.14
net2777,8.14
net2992,8.14
net3270,8.14
net3413,8.14
net4889,8.14
net5423,8.14
net6187,8.14
net6367,8.14
net7014,8.14
net7333,8.14
net7371,8.14
net7755,8.14
_13283_,8.135
_26793_,8.135
net2568,8.135
net4694,8.135
k\[80\]\[2\],8.125
v\[16\]\[7\],8.125
v\[92\]\[0\],8.125
_07809_,8.12
_07912_,8.12
_08268_,8.12
_11345_,8.12
_11727_,8.12
_12804_,8.12
_14094_,8.12
_14405_,8.12
_15151_,8.12
_15764_,8.12
_16514_,8.12
_16995_,8.12
_18172_,8.12
_19396_,8.12
_19572_,8.12
_19816_,8.12
_19945_,8.12
_19949_,8.12
_20772_,8.12
_21072_,8.12
_21246_,8.12
_21305_,8.12
_22472_,8.12
_22734_,8.12
_22960_,8.12
_23336_,8.12
_24397_,8.12
_24460_,8.12
_24822_,8.12
_24898_,8.12
_25064_,8.12
_25975_,8.12
_26791_,8.12
_27394_,8.12
_28233_,8.12
_28864_,8.12
_28995_,8.12
_30073_,8.12
_30977_,8.12
_31111_,8.12
_31432_,8.12
_31781_,8.12
_31811_,8.12
_32476_,8.12
_32583_,8.12
_34570_,8.12
_34617_,8.12
_34714_,8.12
_34954_,8.12
_35213_,8.12
_35393_,8.12
_40419_,8.12
_40477_,8.12
_41081_,8.12
_41462_,8.12
_42039_,8.12
_42237_,8.12
_42606_,8.12
_44003_,8.12
k\[104\]\[5\],8.12
k\[4\]\[0\],8.12
out\[104\]\[7\],8.12
raw_scores\[17\]\[9\],8.12
raw_scores\[25\]\[5\],8.12
scaled_scores\[41\]\[7\],8.12
scaled_scores\[8\]\[14\],8.12
v\[79\]\[3\],8.12
v\[84\]\[4\],8.12
net343,8.12
net973,8.12
net2043,8.12
net2116,8.12
net2691,8.12
net2989,8.12
net3319,8.12
net3435,8.12
net3635,8.12
net3646,8.12
net4680,8.12
net5305,8.12
net6684,8.12
_41450_,8.115
_30628_,8.11
_43452_,8.11
_05799_,8.105
_06560_,8.105
_00146_,8.1
_07919_,8.1
_08078_,8.1
_08186_,8.1
_08453_,8.1
_08460_,8.1
_08652_,8.1
_09479_,8.1
_09891_,8.1
_10102_,8.1
_10320_,8.1
_10339_,8.1
_10503_,8.1
_11779_,8.1
_12120_,8.1
_12130_,8.1
_12236_,8.1
_12725_,8.1
_13948_,8.1
_14475_,8.1
_14688_,8.1
_14864_,8.1
_15192_,8.1
_15321_,8.1
_15677_,8.1
_15685_,8.1
_15829_,8.1
_15839_,8.1
_16010_,8.1
_16027_,8.1
_16061_,8.1
_16090_,8.1
_16258_,8.1
_16273_,8.1
_16401_,8.1
_16469_,8.1
_16500_,8.1
_16561_,8.1
_16694_,8.1
_16711_,8.1
_16998_,8.1
_17096_,8.1
_17115_,8.1
_17133_,8.1
_17259_,8.1
_17269_,8.1
_17270_,8.1
_17272_,8.1
_17471_,8.1
_17536_,8.1
_17657_,8.1
_17971_,8.1
_18544_,8.1
_18805_,8.1
_19801_,8.1
_20533_,8.1
_20805_,8.1
_20831_,8.1
_21105_,8.1
_21452_,8.1
_21706_,8.1
_22126_,8.1
_22494_,8.1
_22531_,8.1
_25534_,8.1
_26088_,8.1
_26438_,8.1
_26993_,8.1
_28544_,8.1
_29629_,8.1
_29901_,8.1
_30227_,8.1
_31024_,8.1
_31726_,8.1
_31789_,8.1
_32418_,8.1
_32536_,8.1
_33212_,8.1
_33708_,8.1
_34576_,8.1
_35053_,8.1
_35247_,8.1
_37589_,8.1
_38887_,8.1
_38923_,8.1
_39297_,8.1
_39304_,8.1
_39580_,8.1
_40270_,8.1
_40315_,8.1
_41085_,8.1
_41146_,8.1
_41531_,8.1
_42935_,8.1
_43619_,8.1
_43966_,8.1
_44066_,8.1
k\[41\]\[5\],8.1
k\[42\]\[3\],8.1
out\[31\]\[6\],8.1
out\[6\]\[1\],8.1
out\[92\]\[4\],8.1
q\[19\]\[3\],8.1
raw_scores\[13\]\[16\],8.1
raw_scores\[17\]\[3\],8.1
raw_scores\[31\]\[5\],8.1
raw_scores\[33\]\[15\],8.1
raw_scores\[35\]\[7\],8.1
raw_scores\[50\]\[2\],8.1
raw_scores\[50\]\[9\],8.1
raw_scores\[52\]\[4\],8.1
raw_scores\[58\]\[2\],8.1
v\[13\]\[0\],8.1
v\[47\]\[5\],8.1
v\[73\]\[0\],8.1
weights\[40\]\[3\],8.1
weights\[53\]\[2\],8.1
net1611,8.1
net1791,8.1
net1794,8.1
net2067,8.1
net2088,8.1
net2335,8.1
net2628,8.1
net2866,8.1
net4135,8.1
net4391,8.1
net5639,8.1
net5793,8.1
net6235,8.1
net6301,8.1
net6685,8.1
net7731,8.1
_28917_,8.095
_05509_,8.085
_05545_,8.085
_40625_,8.085
scaled_scores\[7\]\[13\],8.085
_10879_,8.08
_13859_,8.08
_16615_,8.08
_17036_,8.08
_22614_,8.08
_28605_,8.08
_29665_,8.08
_32175_,8.08
_35792_,8.08
_36999_,8.08
_37814_,8.08
_38247_,8.08
_39862_,8.08
_40205_,8.08
_40329_,8.08
_40515_,8.08
_41013_,8.08
_42997_,8.08
k\[77\]\[7\],8.08
k\[99\]\[6\],8.08
q\[127\]\[2\],8.08
raw_scores\[13\]\[6\],8.08
scaled_scores\[48\]\[6\],8.08
weights\[35\]\[2\],8.08
weights\[47\]\[0\],8.08
net1571,8.08
net4159,8.08
k\[18\]\[7\],8.07
_00351_,8.065
_00570_,8.065
_01358_,8.065
_01383_,8.065
_01752_,8.065
_01799_,8.065
_02347_,8.065
_02561_,8.065
_02621_,8.065
_02799_,8.065
_03045_,8.065
_03254_,8.065
_04570_,8.065
_04661_,8.065
_04948_,8.065
_05038_,8.065
_05052_,8.065
_05692_,8.065
_06037_,8.065
_06855_,8.065
_07116_,8.06
_08456_,8.06
_10138_,8.06
_10468_,8.06
_10952_,8.06
_11316_,8.06
_12146_,8.06
_13023_,8.06
_14972_,8.06
_15013_,8.06
_15377_,8.06
_16342_,8.06
_16358_,8.06
_16472_,8.06
_17675_,8.06
_18192_,8.06
_18300_,8.06
_18344_,8.06
_18602_,8.06
_18641_,8.06
_19906_,8.06
_20342_,8.06
_21929_,8.06
_23481_,8.06
_25075_,8.06
_26439_,8.06
_27419_,8.06
_28591_,8.06
_29055_,8.06
_29800_,8.06
_30333_,8.06
_31524_,8.06
_31716_,8.06
_32383_,8.06
_32829_,8.06
_33861_,8.06
_34604_,8.06
_35286_,8.06
_42229_,8.06
_43302_,8.06
out\[51\]\[0\],8.06
raw_scores\[20\]\[19\],8.06
raw_scores\[32\]\[16\],8.06
raw_scores\[35\]\[4\],8.06
raw_scores\[48\]\[14\],8.06
raw_scores\[49\]\[11\],8.06
raw_scores\[49\]\[12\],8.06
raw_scores\[53\]\[10\],8.06
raw_scores\[53\]\[15\],8.06
raw_scores\[55\]\[16\],8.06
raw_scores\[57\]\[3\],8.06
raw_scores\[8\]\[19\],8.06
net5552,8.06
_36801_,8.055
_07559_,8.05
_21611_,8.05
_28947_,8.05
_04024_,8.04
_05565_,8.04
_07437_,8.04
_07879_,8.04
_07882_,8.04
_08402_,8.04
_09144_,8.04
_09793_,8.04
_12102_,8.04
_13029_,8.04
_13835_,8.04
_13857_,8.04
_15279_,8.04
_16611_,8.04
_18521_,8.04
_21343_,8.04
_21397_,8.04
_21766_,8.04
_21857_,8.04
_24121_,8.04
_24312_,8.04
_24350_,8.04
_25012_,8.04
_25446_,8.04
_26633_,8.04
_26794_,8.04
_26924_,8.04
_26968_,8.04
_27193_,8.04
_27348_,8.04
_29654_,8.04
_30307_,8.04
_30722_,8.04
_32528_,8.04
_34009_,8.04
_34120_,8.04
_40463_,8.04
_40642_,8.04
_41114_,8.04
out_row_data[101],8.04
out_row_data[107],8.04
out_row_data[121],8.04
out_row_data[123],8.04
out_row_data[18],8.04
out_row_data[26],8.04
out_row_data[39],8.04
out_row_data[45],8.04
out_row_data[4],8.04
out_row_data[5],8.04
out_row_data[6],8.04
out_row_data[82],8.04
out_row_data[89],8.04
out_row_data[93],8.04
out_row_data[9],8.04
net1210,8.04
net1249,8.04
net4233,8.04
net4416,8.04
net5264,8.04
net7040,8.04
net7417,8.04
_03969_,8.035
_05864_,8.035
_39517_,8.03
_00614_,8.025
_00854_,8.025
_01339_,8.025
_01443_,8.025
_01494_,8.025
_01853_,8.025
_01932_,8.025
_02443_,8.025
_02577_,8.025
_03316_,8.025
_03589_,8.025
_03618_,8.025
_04260_,8.025
_04400_,8.025
_05493_,8.025
_05987_,8.025
_06301_,8.025
_06342_,8.025
_32315_,8.025
_07128_,8.02
_07342_,8.02
_07346_,8.02
_07402_,8.02
_07435_,8.02
_08621_,8.02
_08769_,8.02
_08780_,8.02
_09925_,8.02
_10323_,8.02
_11106_,8.02
_11297_,8.02
_11450_,8.02
_11594_,8.02
_12604_,8.02
_12873_,8.02
_13020_,8.02
_13296_,8.02
_13691_,8.02
_15267_,8.02
_15806_,8.02
_15943_,8.02
_16015_,8.02
_16062_,8.02
_16692_,8.02
_16962_,8.02
_17222_,8.02
_17343_,8.02
_17380_,8.02
_17486_,8.02
_17617_,8.02
_17631_,8.02
_17782_,8.02
_18280_,8.02
_18371_,8.02
_18769_,8.02
_19010_,8.02
_19073_,8.02
_19357_,8.02
_20085_,8.02
_20132_,8.02
_20569_,8.02
_20931_,8.02
_21575_,8.02
_21720_,8.02
_21835_,8.02
_21892_,8.02
_22546_,8.02
_22663_,8.02
_23294_,8.02
_23587_,8.02
_26011_,8.02
_26108_,8.02
_26177_,8.02
_26640_,8.02
_28210_,8.02
_28491_,8.02
_28737_,8.02
_28872_,8.02
_30447_,8.02
_30546_,8.02
_30590_,8.02
_30990_,8.02
_31106_,8.02
_31144_,8.02
_31808_,8.02
_31949_,8.02
_32542_,8.02
_32958_,8.02
_33400_,8.02
_33473_,8.02
_33524_,8.02
_33888_,8.02
_34226_,8.02
_35488_,8.02
_36383_,8.02
_36762_,8.02
_39602_,8.02
_39787_,8.02
_40483_,8.02
_40613_,8.02
_40800_,8.02
_41262_,8.02
_41342_,8.02
_42545_,8.02
k\[106\]\[7\],8.02
k\[41\]\[3\],8.02
k\[65\]\[0\],8.02
k\[98\]\[2\],8.02
out\[86\]\[4\],8.02
q\[10\]\[7\],8.02
q\[32\]\[7\],8.02
q\[36\]\[4\],8.02
v\[120\]\[3\],8.02
v\[24\]\[0\],8.02
v\[24\]\[3\],8.02
v\[36\]\[6\],8.02
v\[89\]\[0\],8.02
net909,8.02
net1516,8.02
net1660,8.02
net1665,8.02
net1673,8.02
net2020,8.02
net2422,8.02
net2451,8.02
net2663,8.02
net2735,8.02
net2786,8.02
net2935,8.02
net3080,8.02
net3216,8.02
net3395,8.02
net3722,8.02
net3845,8.02
net3850,8.02
net3988,8.02
net4088,8.02
net4216,8.02
net4267,8.02
net4496,8.02
net4545,8.02
net4549,8.02
net4558,8.02
net4612,8.02
net4655,8.02
net4805,8.02
net4817,8.02
net5050,8.02
net5118,8.02
net5448,8.02
net6266,8.02
net6287,8.02
net6328,8.02
net6343,8.02
net6552,8.02
net6622,8.02
net6696,8.02
net7088,8.02
net7401,8.02
net7710,8.02
net7794,8.02
_26109_,8.015
_30623_,8.015
_29149_,8.01
_29868_,8.01
_43419_,8.01
_03897_,8.005
_04450_,8.005
_04714_,8.005
_05628_,8.005
out\[47\]\[2\],8.005
_01034_,8
_01354_,8
_02481_,8
_04226_,8
_07711_,8
_07962_,8
_08647_,8
_08818_,8
_08971_,8
_10248_,8
_11045_,8
_13860_,8
_14072_,8
_15327_,8
_15332_,8
_15883_,8
_17153_,8
_17172_,8
_17475_,8
_18067_,8
_19299_,8
_20682_,8
_20907_,8
_21365_,8
_21604_,8
_22816_,8
_22818_,8
_22983_,8
_24142_,8
_24347_,8
_25308_,8
_25396_,8
_26751_,8
_27163_,8
_27664_,8
_27831_,8
_28031_,8
_28179_,8
_28239_,8
_28530_,8
_28813_,8
_30435_,8
_30507_,8
_30978_,8
_31868_,8
_32243_,8
_34083_,8
_34395_,8
_37559_,8
_39326_,8
_39475_,8
_39536_,8
_39754_,8
_40317_,8
_40388_,8
_40876_,8
_40997_,8
_41059_,8
_41780_,8
_42759_,8
_43710_,8
_43932_,8
_44065_,8
out\[35\]\[2\],8
q\[45\]\[0\],8
v\[14\]\[0\],8
v\[51\]\[0\],8
weights\[15\]\[7\],8
net375,8
net1687,8
net1804,8
net4902,8
net4971,8
net7759,8
_05750_,7.985
q\[49\]\[0\],7.985
_07085_,7.98
_07751_,7.98
_07771_,7.98
_07822_,7.98
_07845_,7.98
_07990_,7.98
_08617_,7.98
_08649_,7.98
_09113_,7.98
_10150_,7.98
_10586_,7.98
_10690_,7.98
_11305_,7.98
_11370_,7.98
_11372_,7.98
_11413_,7.98
_11501_,7.98
_11681_,7.98
_12335_,7.98
_12434_,7.98
_12891_,7.98
_12909_,7.98
_13097_,7.98
_13114_,7.98
_13198_,7.98
_13735_,7.98
_13942_,7.98
_14934_,7.98
_15280_,7.98
_15662_,7.98
_15882_,7.98
_15901_,7.98
_16079_,7.98
_16693_,7.98
_16934_,7.98
_17438_,7.98
_17467_,7.98
_18101_,7.98
_18162_,7.98
_18356_,7.98
_18484_,7.98
_18607_,7.98
_19258_,7.98
_19324_,7.98
_19334_,7.98
_19682_,7.98
_19704_,7.98
_20781_,7.98
_20846_,7.98
_21591_,7.98
_21689_,7.98
_22018_,7.98
_22078_,7.98
_22192_,7.98
_22434_,7.98
_22539_,7.98
_23142_,7.98
_23187_,7.98
_23595_,7.98
_25172_,7.98
_25290_,7.98
_25413_,7.98
_26010_,7.98
_27599_,7.98
_28099_,7.98
_28416_,7.98
_29903_,7.98
_30257_,7.98
_30322_,7.98
_30551_,7.98
_32106_,7.98
_32198_,7.98
_32525_,7.98
_32887_,7.98
_33623_,7.98
_33741_,7.98
_33812_,7.98
_34644_,7.98
_34803_,7.98
_35500_,7.98
_35794_,7.98
_36021_,7.98
_36374_,7.98
_39108_,7.98
_39674_,7.98
_39968_,7.98
_40125_,7.98
_40852_,7.98
_40958_,7.98
_41656_,7.98
_41796_,7.98
_42427_,7.98
_42868_,7.98
_43239_,7.98
_43549_,7.98
_43827_,7.98
_44046_,7.98
k\[100\]\[4\],7.98
k\[106\]\[6\],7.98
k\[109\]\[1\],7.98
k\[16\]\[5\],7.98
k\[97\]\[0\],7.98
out\[102\]\[3\],7.98
out\[107\]\[4\],7.98
out\[124\]\[1\],7.98
out\[1\]\[0\],7.98
out\[21\]\[1\],7.98
q\[119\]\[0\],7.98
scaled_scores\[12\]\[10\],7.98
scaled_scores\[14\]\[10\],7.98
v\[110\]\[6\],7.98
v\[61\]\[6\],7.98
v\[94\]\[4\],7.98
v\[98\]\[4\],7.98
weights\[1\]\[0\],7.98
weights\[5\]\[1\],7.98
net714,7.98
net1227,7.98
net4372,7.98
net4922,7.98
net4964,7.98
net5112,7.98
net5493,7.98
net5565,7.98
net5679,7.98
net5863,7.98
net6387,7.98
net6669,7.98
net7390,7.98
net7536,7.98
_03083_,7.965
_05300_,7.965
_06203_,7.965
_33019_,7.965
_10546_,7.96
_11981_,7.96
_12340_,7.96
_21174_,7.96
_28473_,7.96
_32546_,7.96
_32592_,7.96
_37339_,7.96
_38194_,7.96
_38760_,7.96
_39006_,7.96
_40730_,7.96
_40942_,7.96
out\[100\]\[6\],7.96
raw_scores\[20\]\[4\],7.96
scaled_scores\[44\]\[3\],7.96
v\[21\]\[0\],7.96
v\[83\]\[5\],7.96
weights\[23\]\[4\],7.96
weights\[60\]\[0\],7.96
_21351_,7.955
_08577_,7.95
_25884_,7.95
_28704_,7.95
_02431_,7.945
_04851_,7.945
_05540_,7.945
_06948_,7.945
_01633_,7.94
_02600_,7.94
_06119_,7.94
_09669_,7.94
_09724_,7.94
_10168_,7.94
_10438_,7.94
_11637_,7.94
_11642_,7.94
_12408_,7.94
_14848_,7.94
_15548_,7.94
_15749_,7.94
_16494_,7.94
_16808_,7.94
_16956_,7.94
_17079_,7.94
_17473_,7.94
_17696_,7.94
_17824_,7.94
_17840_,7.94
_17927_,7.94
_18630_,7.94
_18673_,7.94
_18675_,7.94
_19284_,7.94
_21792_,7.94
_22559_,7.94
_22770_,7.94
_25490_,7.94
_26796_,7.94
_26913_,7.94
_28049_,7.94
_30589_,7.94
_33329_,7.94
_34820_,7.94
_36482_,7.94
_38518_,7.94
_39540_,7.94
_40678_,7.94
out\[12\]\[4\],7.94
raw_scores\[16\]\[2\],7.94
raw_scores\[6\]\[19\],7.94
scaled_scores\[20\]\[11\],7.94
v\[126\]\[3\],7.94
net1779,7.94
net3864,7.94
_00843_,7.935
_02252_,7.935
_04253_,7.935
_27654_,7.93
_28982_,7.93
_03382_,7.925
_04708_,7.925
_41828_,7.925
v\[65\]\[2\],7.925
_00427_,7.92
_01585_,7.92
_02053_,7.92
_03101_,7.92
_03306_,7.92
_05766_,7.92
_07718_,7.92
_08799_,7.92
_10391_,7.92
_19959_,7.92
_20218_,7.92
_22185_,7.92
_22367_,7.92
_25306_,7.92
_25701_,7.92
_25864_,7.92
_26453_,7.92
_27711_,7.92
_29163_,7.92
_30177_,7.92
_32104_,7.92
_37572_,7.92
_39771_,7.92
_40348_,7.92
_40436_,7.92
_41253_,7.92
_42132_,7.92
_42980_,7.92
_43650_,7.92
_43903_,7.92
k\[48\]\[1\],7.92
k\[57\]\[5\],7.92
out\[53\]\[3\],7.92
q\[57\]\[6\],7.92
scaled_scores\[29\]\[3\],7.92
net1521,7.92
net1704,7.92
net2213,7.92
net2346,7.92
net2431,7.92
net2476,7.92
net2499,7.92
net2754,7.92
net2826,7.92
net2851,7.92
net2987,7.92
net3004,7.92
net3372,7.92
net3453,7.92
net3654,7.92
net3742,7.92
net3775,7.92
net3806,7.92
net4019,7.92
net4063,7.92
net4188,7.92
net4207,7.92
net4257,7.92
net4288,7.92
net4717,7.92
net4858,7.92
net4933,7.92
net5056,7.92
net5496,7.92
net5756,7.92
net5862,7.92
net5971,7.92
net6470,7.92
net6473,7.92
net7011,7.92
net7314,7.92
net7881,7.92
_03860_,7.915
_07592_,7.91
_13358_,7.91
_34015_,7.91
_03410_,7.905
_23440_,7.905
k\[80\]\[5\],7.905
_08134_,7.9
_08709_,7.9
_09381_,7.9
_10162_,7.9
_10947_,7.9
_12316_,7.9
_12639_,7.9
_12898_,7.9
_13734_,7.9
_14313_,7.9
_15127_,7.9
_15193_,7.9
_15742_,7.9
_15931_,7.9
_16523_,7.9
_16836_,7.9
_16990_,7.9
_17044_,7.9
_17081_,7.9
_17164_,7.9
_17710_,7.9
_19488_,7.9
_19933_,7.9
_20064_,7.9
_20330_,7.9
_20824_,7.9
_21499_,7.9
_21781_,7.9
_22621_,7.9
_23068_,7.9
_23550_,7.9
_23961_,7.9
_24395_,7.9
_24824_,7.9
_25269_,7.9
_25276_,7.9
_25775_,7.9
_25871_,7.9
_26052_,7.9
_26209_,7.9
_26241_,7.9
_26258_,7.9
_26345_,7.9
_26876_,7.9
_27317_,7.9
_27809_,7.9
_29283_,7.9
_29298_,7.9
_29381_,7.9
_29956_,7.9
_30035_,7.9
_30587_,7.9
_30674_,7.9
_31248_,7.9
_31332_,7.9
_31853_,7.9
_31915_,7.9
_32876_,7.9
_33090_,7.9
_33962_,7.9
_34642_,7.9
_34728_,7.9
_37118_,7.9
_38029_,7.9
_38528_,7.9
_39734_,7.9
_40221_,7.9
_40622_,7.9
_40926_,7.9
_40981_,7.9
_41037_,7.9
_41327_,7.9
_41533_,7.9
_41827_,7.9
_42502_,7.9
_42531_,7.9
_43742_,7.9
k\[12\]\[2\],7.9
k\[97\]\[3\],7.9
q\[37\]\[6\],7.9
q\[46\]\[1\],7.9
q\[68\]\[2\],7.9
q\[74\]\[5\],7.9
q\[75\]\[6\],7.9
raw_scores\[41\]\[14\],7.9
scaled_scores\[27\]\[10\],7.9
scaled_scores\[48\]\[12\],7.9
v\[18\]\[7\],7.9
weights\[4\]\[3\],7.9
weights\[6\]\[1\],7.9
net1203,7.9
net2110,7.9
net3237,7.9
net3523,7.9
net3743,7.9
net4633,7.9
net5238,7.9
net6053,7.9
