net,length_um
net4591,8.66
_22313_,8.655
_23646_,8.655
_04017_,8.645
_05614_,8.645
k\[51\]\[3\],8.645
_12822_,8.64
_19374_,8.64
_24388_,8.64
_27782_,8.64
_33709_,8.64
_37356_,8.64
_43497_,8.64
k\[115\]\[3\],8.64
out\[100\]\[1\],8.64
out\[101\]\[5\],8.64
v\[113\]\[0\],8.64
_06310_,8.635
out\[47\]\[1\],8.635
_31989_,8.63
_03031_,8.625
_03561_,8.625
_06759_,8.625
_06924_,8.625
_43283_,8.625
out\[39\]\[2\],8.625
out\[45\]\[3\],8.625
weights\[24\]\[2\],8.625
_04945_,8.62
_07150_,8.62
_07269_,8.62
_07587_,8.62
_07976_,8.62
_22330_,8.62
_24472_,8.62
_26158_,8.62
_28010_,8.62
_34688_,8.62
_35584_,8.62
_37434_,8.62
_37931_,8.62
_38596_,8.62
_39243_,8.62
_39474_,8.62
_39683_,8.62
_42684_,8.62
_42720_,8.62
_44050_,8.62
k\[71\]\[2\],8.62
k\[90\]\[2\],8.62
q\[64\]\[5\],8.62
q\[80\]\[7\],8.62
scaled_scores\[33\]\[0\],8.62
net950,8.62
net1172,8.62
net1276,8.62
net1565,8.62
net1916,8.62
net2995,8.62
net6451,8.62
net7406,8.62
_01091_,8.615
_01252_,8.615
_04863_,8.615
_32073_,8.615
_41833_,8.615
_08826_,8.61
_02494_,8.605
_02835_,8.605
_03477_,8.605
_04417_,8.605
_00203_,8.6
_05473_,8.6
_07146_,8.6
_07184_,8.6
_07452_,8.6
_07552_,8.6
_07680_,8.6
_08786_,8.6
_08980_,8.6
_09285_,8.6
_10194_,8.6
_10201_,8.6
_10950_,8.6
_11306_,8.6
_11499_,8.6
_14806_,8.6
_15144_,8.6
_15408_,8.6
_15606_,8.6
_15627_,8.6
_15657_,8.6
_16176_,8.6
_17063_,8.6
_17384_,8.6
_18554_,8.6
_18659_,8.6
_19045_,8.6
_19326_,8.6
_19723_,8.6
_20299_,8.6
_20333_,8.6
_20881_,8.6
_20888_,8.6
_21430_,8.6
_22874_,8.6
_22982_,8.6
_24678_,8.6
_25260_,8.6
_27407_,8.6
_28387_,8.6
_29645_,8.6
_29747_,8.6
_29751_,8.6
_30578_,8.6
_32434_,8.6
_33193_,8.6
_34778_,8.6
_35615_,8.6
_37284_,8.6
_38057_,8.6
_39054_,8.6
_39519_,8.6
_39850_,8.6
_40209_,8.6
_40773_,8.6
_41376_,8.6
_41394_,8.6
_41685_,8.6
_41901_,8.6
_42035_,8.6
_43633_,8.6
_44188_,8.6
k\[116\]\[3\],8.6
out\[20\]\[3\],8.6
out\[60\]\[5\],8.6
q\[78\]\[3\],8.6
raw_scores\[1\]\[17\],8.6
raw_scores\[59\]\[2\],8.6
scaled_scores\[2\]\[12\],8.6
v\[127\]\[2\],8.6
v\[71\]\[7\],8.6
weights\[2\]\[7\],8.6
net945,8.6
net1081,8.6
net1238,8.6
net1307,8.6
net1875,8.6
net1880,8.6
net1918,8.6
net2077,8.6
net2353,8.6
net4643,8.6
net4846,8.6
net5905,8.6
net6595,8.6
net6852,8.6
net6955,8.6
net7181,8.6
net7289,8.6
net7420,8.6
net7432,8.6
net7747,8.6
net7858,8.6
_01174_,8.585
_01935_,8.585
_03687_,8.585
_04565_,8.585
_06223_,8.585
scaled_scores\[43\]\[7\],8.585
_02547_,8.58
_07737_,8.58
_08599_,8.58
_08693_,8.58
_08795_,8.58
_10239_,8.58
_10944_,8.58
_12538_,8.58
_14161_,8.58
_14464_,8.58
_16043_,8.58
_16639_,8.58
_17221_,8.58
_17415_,8.58
_17769_,8.58
_19303_,8.58
_19554_,8.58
_20020_,8.58
_20889_,8.58
_21239_,8.58
_21736_,8.58
_22073_,8.58
_22453_,8.58
_22885_,8.58
_23080_,8.58
_23455_,8.58
_23665_,8.58
_24454_,8.58
_25018_,8.58
_25704_,8.58
_26072_,8.58
_26208_,8.58
_26357_,8.58
_26564_,8.58
_27082_,8.58
_27140_,8.58
_27369_,8.58
_28935_,8.58
_28997_,8.58
_29738_,8.58
_29906_,8.58
_31064_,8.58
_31408_,8.58
_31473_,8.58
_32922_,8.58
_34539_,8.58
_35101_,8.58
_38653_,8.58
_38907_,8.58
_39058_,8.58
_39197_,8.58
_40253_,8.58
_40546_,8.58
_41668_,8.58
_41722_,8.58
_41950_,8.58
_42224_,8.58
_42241_,8.58
_43202_,8.58
k\[126\]\[7\],8.58
k\[74\]\[0\],8.58
out\[15\]\[2\],8.58
out\[20\]\[1\],8.58
out\[29\]\[7\],8.58
q\[121\]\[4\],8.58
q\[96\]\[2\],8.58
raw_scores\[0\]\[8\],8.58
raw_scores\[28\]\[16\],8.58
scaled_scores\[41\]\[1\],8.58
scaled_scores\[8\]\[10\],8.58
v\[126\]\[1\],8.58
weights\[4\]\[6\],8.58
net2410,8.58
net2426,8.58
net2565,8.58
net2926,8.58
v\[102\]\[4\],8.575
_00775_,8.565
_02170_,8.565
_02750_,8.565
_02910_,8.565
_03365_,8.565
_03578_,8.565
_03792_,8.565
_04473_,8.565
_04541_,8.565
k\[23\]\[6\],8.565
_03363_,8.56
_07257_,8.56
_07459_,8.56
_08849_,8.56
_09125_,8.56
_10126_,8.56
_10284_,8.56
_10429_,8.56
_10647_,8.56
_11375_,8.56
_11572_,8.56
_12095_,8.56
_12452_,8.56
_12610_,8.56
_13127_,8.56
_13153_,8.56
_13388_,8.56
_14228_,8.56
_14421_,8.56
_14837_,8.56
_15375_,8.56
_15870_,8.56
_16070_,8.56
_16128_,8.56
_16245_,8.56
_16296_,8.56
_16398_,8.56
_16420_,8.56
_16620_,8.56
_16635_,8.56
_16749_,8.56
_17210_,8.56
_17383_,8.56
_18097_,8.56
_18456_,8.56
_18732_,8.56
_18840_,8.56
_19026_,8.56
_20758_,8.56
_20807_,8.56
_21909_,8.56
_22895_,8.56
_23263_,8.56
_23434_,8.56
_23816_,8.56
_24323_,8.56
_24384_,8.56
_24583_,8.56
_24729_,8.56
_25174_,8.56
_26541_,8.56
_26545_,8.56
_26748_,8.56
_27098_,8.56
_27156_,8.56
_28442_,8.56
_28986_,8.56
_29026_,8.56
_29156_,8.56
_29735_,8.56
_29859_,8.56
_30056_,8.56
_30327_,8.56
_30565_,8.56
_30896_,8.56
_31582_,8.56
_31748_,8.56
_31966_,8.56
_33589_,8.56
_34008_,8.56
_34187_,8.56
_37085_,8.56
_39049_,8.56
_39239_,8.56
_39714_,8.56
_39723_,8.56
_40576_,8.56
_41098_,8.56
_41905_,8.56
_42917_,8.56
_42958_,8.56
_43252_,8.56
_43325_,8.56
out\[127\]\[0\],8.56
out\[57\]\[1\],8.56
out\[63\]\[7\],8.56
out\[92\]\[3\],8.56
out\[98\]\[6\],8.56
raw_scores\[0\]\[11\],8.56
raw_scores\[30\]\[10\],8.56
raw_scores\[45\]\[2\],8.56
raw_scores\[53\]\[16\],8.56
raw_scores\[54\]\[11\],8.56
raw_scores\[59\]\[8\],8.56
raw_scores\[63\]\[14\],8.56
raw_scores\[63\]\[5\],8.56
scaled_scores\[50\]\[4\],8.56
v\[83\]\[3\],8.56
net339,8.56
net1127,8.56
net1741,8.56
net1890,8.56
net1957,8.56
net2034,8.56
net2038,8.56
net2066,8.56
net2454,8.56
net2505,8.56
net2539,8.56
net2951,8.56
net3007,8.56
net3107,8.56
net3603,8.56
net3665,8.56
net3792,8.56
net4116,8.56
net4295,8.56
net6858,8.56
net7023,8.56
_27880_,8.555
_04316_,8.545
_06041_,8.545
_06350_,8.545
_07989_,8.54
_15922_,8.54
_19557_,8.54
_21371_,8.54
_21879_,8.54
_25021_,8.54
_27526_,8.54
_28978_,8.54
_29029_,8.54
_29177_,8.54
_30103_,8.54
_30151_,8.54
_31360_,8.54
_31449_,8.54
_34130_,8.54
_36720_,8.54
_38986_,8.54
_39510_,8.54
_40282_,8.54
_41304_,8.54
_41679_,8.54
_43776_,8.54
k\[21\]\[3\],8.54
k\[75\]\[7\],8.54
k\[89\]\[5\],8.54
out\[127\]\[3\],8.54
out\[72\]\[4\],8.54
q\[77\]\[2\],8.54
raw_scores\[22\]\[10\],8.54
raw_scores\[31\]\[9\],8.54
scaled_scores\[59\]\[16\],8.54
v\[31\]\[2\],8.54
v\[34\]\[6\],8.54
weights\[13\]\[0\],8.54
weights\[27\]\[7\],8.54
k\[95\]\[2\],8.535
_38990_,8.53
_00336_,8.525
_00411_,8.525
_00496_,8.525
_00547_,8.525
_00615_,8.525
_01178_,8.525
_01462_,8.525
_01502_,8.525
_01776_,8.525
_02632_,8.525
_03011_,8.525
_03053_,8.525
_03151_,8.525
_03981_,8.525
_04865_,8.525
_04873_,8.525
_04953_,8.525
_05302_,8.525
_06522_,8.525
_06749_,8.525
_06934_,8.525
_08096_,8.52
_08840_,8.52
_09176_,8.52
_09618_,8.52
_11520_,8.52
_11615_,8.52
_12051_,8.52
_12151_,8.52
_12843_,8.52
_13189_,8.52
_15162_,8.52
_15300_,8.52
_15953_,8.52
_16127_,8.52
_16209_,8.52
_16874_,8.52
_17633_,8.52
_18814_,8.52
_22561_,8.52
_23598_,8.52
_23776_,8.52
_24498_,8.52
_24617_,8.52
_27253_,8.52
_29476_,8.52
_29638_,8.52
_31357_,8.52
_32250_,8.52
_32880_,8.52
_33765_,8.52
_34676_,8.52
_34772_,8.52
_34982_,8.52
_41928_,8.52
_42100_,8.52
k\[65\]\[3\],8.52
k\[70\]\[2\],8.52
out\[20\]\[2\],8.52
out\[3\]\[5\],8.52
out\[89\]\[6\],8.52
raw_scores\[21\]\[6\],8.52
raw_scores\[31\]\[19\],8.52
raw_scores\[40\]\[13\],8.52
raw_scores\[46\]\[13\],8.52
raw_scores\[61\]\[4\],8.52
raw_scores\[63\]\[4\],8.52
net4329,8.52
net5632,8.52
_04669_,8.515
_19184_,8.51
_00310_,8.505
_06758_,8.505
_05866_,8.5
_07861_,8.5
_08128_,8.5
_08488_,8.5
_10169_,8.5
_10238_,8.5
_10291_,8.5
_10507_,8.5
_10607_,8.5
_10666_,8.5
_10943_,8.5
_10949_,8.5
_11105_,8.5
_11383_,8.5
_11989_,8.5
_12003_,8.5
_12082_,8.5
_12133_,8.5
_12238_,8.5
_12314_,8.5
_12341_,8.5
_12527_,8.5
_12545_,8.5
_12583_,8.5
_12667_,8.5
_13038_,8.5
_13042_,8.5
_13205_,8.5
_13869_,8.5
_14739_,8.5
_14840_,8.5
_15014_,8.5
_15031_,8.5
_15034_,8.5
_15079_,8.5
_15083_,8.5
_15338_,8.5
_15341_,8.5
_15362_,8.5
_15533_,8.5
_15665_,8.5
_15797_,8.5
_15874_,8.5
_15958_,8.5
_15964_,8.5
_16006_,8.5
_16733_,8.5
_16889_,8.5
_17156_,8.5
_17294_,8.5
_17299_,8.5
_17378_,8.5
_17381_,8.5
_17687_,8.5
_17724_,8.5
_17738_,8.5
_17754_,8.5
_17760_,8.5
_17793_,8.5
_17992_,8.5
_18053_,8.5
_18175_,8.5
_18213_,8.5
_18256_,8.5
_18432_,8.5
_18546_,8.5
_18581_,8.5
_18612_,8.5
_18860_,8.5
_18875_,8.5
_18900_,8.5
_18977_,8.5
_19957_,8.5
_20780_,8.5
_21666_,8.5
_23619_,8.5
_24003_,8.5
_25434_,8.5
_26378_,8.5
_26584_,8.5
_27513_,8.5
_28332_,8.5
_28650_,8.5
_29513_,8.5
_30385_,8.5
_30387_,8.5
_30712_,8.5
_31100_,8.5
_32786_,8.5
_33676_,8.5
_33756_,8.5
_36233_,8.5
_38353_,8.5
_38864_,8.5
_39226_,8.5
_39768_,8.5
k\[90\]\[5\],8.5
out\[47\]\[5\],8.5
q\[0\]\[2\],8.5
raw_scores\[33\]\[19\],8.5
raw_scores\[49\]\[3\],8.5
raw_scores\[51\]\[6\],8.5
raw_scores\[62\]\[8\],8.5
scaled_scores\[51\]\[9\],8.5
net1537,8.5
net2380,8.5
net2413,8.5
net2792,8.5
_24009_,8.495
_23141_,8.49
_28157_,8.49
_00280_,8.485
_00566_,8.485
_00726_,8.485
_01050_,8.485
_01051_,8.485
_01222_,8.485
_02934_,8.485
_04560_,8.485
_04797_,8.485
_06000_,8.485
_06390_,8.485
_39102_,8.485
q\[62\]\[4\],8.485
v\[44\]\[6\],8.485
weights\[43\]\[3\],8.485
weights\[45\]\[3\],8.485
_00148_,8.48
_03793_,8.48
_05981_,8.48
_06467_,8.48
_07666_,8.48
_08032_,8.48
_08187_,8.48
_08974_,8.48
_09745_,8.48
_10425_,8.48
_11538_,8.48
_12353_,8.48
_12913_,8.48
_14154_,8.48
_14233_,8.48
_14554_,8.48
_14794_,8.48
_14810_,8.48
_15152_,8.48
_15175_,8.48
_15569_,8.48
_15626_,8.48
_16017_,8.48
_16183_,8.48
_16369_,8.48
_16752_,8.48
_16763_,8.48
_16972_,8.48
_17105_,8.48
_17174_,8.48
_17454_,8.48
_17868_,8.48
_18207_,8.48
_18407_,8.48
_18891_,8.48
_19420_,8.48
_19461_,8.48
_19683_,8.48
_19699_,8.48
_21276_,8.48
_22253_,8.48
_22388_,8.48
_23519_,8.48
_24646_,8.48
_24730_,8.48
_25008_,8.48
_25355_,8.48
_25759_,8.48
_26278_,8.48
_26569_,8.48
_28590_,8.48
_28924_,8.48
_28930_,8.48
_30600_,8.48
_32075_,8.48
_32224_,8.48
_32347_,8.48
_32741_,8.48
_32927_,8.48
_32950_,8.48
_34037_,8.48
_34784_,8.48
_35979_,8.48
_36109_,8.48
_36165_,8.48
_36965_,8.48
_37123_,8.48
_38822_,8.48
_38974_,8.48
_40606_,8.48
_41179_,8.48
_41363_,8.48
_41611_,8.48
_41631_,8.48
_42065_,8.48
_42283_,8.48
_42408_,8.48
_42647_,8.48
_43072_,8.48
_43262_,8.48
_43474_,8.48
k\[127\]\[0\],8.48
out\[24\]\[7\],8.48
out\[57\]\[3\],8.48
out\[68\]\[7\],8.48
out\[71\]\[5\],8.48
q\[116\]\[4\],8.48
q\[62\]\[5\],8.48
q\[75\]\[1\],8.48
net1211,8.48
net1314,8.48
net1493,8.48
net1505,8.48
net2141,8.48
net2319,8.48
net2533,8.48
net2723,8.48
net2771,8.48
net2968,8.48
net3019,8.48
net3207,8.48
net3296,8.48
net3315,8.48
net3587,8.48
net3660,8.48
net3766,8.48
net3863,8.48
net3884,8.48
net4092,8.48
net4666,8.48
net4671,8.48
net4906,8.48
net5027,8.48
net5184,8.48
net5306,8.48
net5604,8.48
net5707,8.48
net5907,8.48
net5955,8.48
net5964,8.48
net6173,8.48
net6491,8.48
net6619,8.48
net7017,8.48
net7209,8.48
net7609,8.48
net7732,8.48
_24178_,8.47
_25958_,8.47
_00911_,8.465
_03531_,8.465
scaled_scores\[43\]\[8\],8.465
_00242_,8.46
_07188_,8.46
_08498_,8.46
_10463_,8.46
_12002_,8.46
_13052_,8.46
_13993_,8.46
_14054_,8.46
_14353_,8.46
_14979_,8.46
_15724_,8.46
_16099_,8.46
_16873_,8.46
_18549_,8.46
_19438_,8.46
_20189_,8.46
_20885_,8.46
_22564_,8.46
_22970_,8.46
_23748_,8.46
_24288_,8.46
_25322_,8.46
_26331_,8.46
_26404_,8.46
_27075_,8.46
_27398_,8.46
_27660_,8.46
_29625_,8.46
_30247_,8.46
_30334_,8.46
_30705_,8.46
_30793_,8.46
_31757_,8.46
_31886_,8.46
_32229_,8.46
_34425_,8.46
_35856_,8.46
_37749_,8.46
_37776_,8.46
_38842_,8.46
_38972_,8.46
_40579_,8.46
_40875_,8.46
_41127_,8.46
_41834_,8.46
_42031_,8.46
_42430_,8.46
_43680_,8.46
_43704_,8.46
k\[105\]\[7\],8.46
out\[53\]\[4\],8.46
out\[67\]\[5\],8.46
q\[33\]\[2\],8.46
q\[5\]\[4\],8.46
raw_scores\[28\]\[8\],8.46
scaled_scores\[23\]\[9\],8.46
v\[72\]\[5\],8.46
net2627,8.46
net3054,8.46
net6324,8.46
out\[112\]\[6\],8.455
out\[118\]\[4\],8.45
_01324_,8.445
_01335_,8.445
_03866_,8.445
_37514_,8.445
_42659_,8.445
weights\[41\]\[4\],8.445
_06395_,8.44
_08056_,8.44
_08523_,8.44
_08608_,8.44
_09034_,8.44
_09134_,8.44
_09305_,8.44
_10630_,8.44
_11634_,8.44
_11822_,8.44
_12047_,8.44
_12882_,8.44
_12977_,8.44
_13269_,8.44
_13642_,8.44
_14388_,8.44
_14508_,8.44
_14715_,8.44
_15170_,8.44
_15549_,8.44
_15824_,8.44
_16072_,8.44
_16508_,8.44
_16597_,8.44
_16642_,8.44
_16871_,8.44
_17108_,8.44
_17114_,8.44
_17461_,8.44
_17492_,8.44
_17713_,8.44
_18794_,8.44
_18795_,8.44
_19082_,8.44
_19613_,8.44
_19636_,8.44
_20637_,8.44
_20774_,8.44
_21049_,8.44
_21322_,8.44
_22903_,8.44
_22974_,8.44
_23700_,8.44
_24245_,8.44
_24466_,8.44
_24791_,8.44
_26125_,8.44
_26219_,8.44
_26628_,8.44
_26766_,8.44
_27107_,8.44
_27706_,8.44
_29045_,8.44
_29500_,8.44
_30284_,8.44
_30412_,8.44
_30676_,8.44
_30798_,8.44
_31831_,8.44
_33186_,8.44
_33238_,8.44
_33901_,8.44
_35272_,8.44
_35509_,8.44
_35649_,8.44
_36110_,8.44
_37200_,8.44
_37639_,8.44
_40548_,8.44
_42330_,8.44
_43055_,8.44
_43663_,8.44
_44128_,8.44
k\[21\]\[2\],8.44
k\[70\]\[7\],8.44
out\[127\]\[6\],8.44
out\[5\]\[0\],8.44
out\[72\]\[0\],8.44
out\[7\]\[6\],8.44
q\[30\]\[5\],8.44
q\[44\]\[3\],8.44
raw_scores\[62\]\[19\],8.44
scaled_scores\[23\]\[3\],8.44
scaled_scores\[33\]\[9\],8.44
v\[11\]\[4\],8.44
v\[123\]\[6\],8.44
v\[62\]\[7\],8.44
v\[85\]\[1\],8.44
weights\[12\]\[2\],8.44
weights\[39\]\[3\],8.44
net2354,8.44
net2757,8.44
net2793,8.44
net2918,8.44
net3213,8.44
net3361,8.44
net3671,8.44
net4280,8.44
net4398,8.44
net4445,8.44
net5203,8.44
net5839,8.44
net5850,8.44
net6205,8.44
net6260,8.44
net7627,8.44
net7752,8.44
weights\[25\]\[5\],8.425
_03099_,8.42
_05521_,8.42
_08996_,8.42
_10210_,8.42
_14113_,8.42
_15407_,8.42
_15737_,8.42
_19215_,8.42
_21712_,8.42
_24167_,8.42
_32787_,8.42
_34148_,8.42
_34698_,8.42
_36092_,8.42
_40377_,8.42
_42693_,8.42
out\[73\]\[1\],8.42
raw_scores\[46\]\[16\],8.42
raw_scores\[50\]\[7\],8.42
v\[16\]\[3\],8.42
v\[45\]\[6\],8.42
v\[5\]\[7\],8.42
v\[60\]\[6\],8.42
v\[87\]\[6\],8.42
k\[56\]\[1\],8.415
_27442_,8.41
row_data[124],8.41
row_data[93],8.41
_00810_,8.405
_01123_,8.405
_01425_,8.405
_01809_,8.405
_01864_,8.405
_04987_,8.405
_05077_,8.405
_05116_,8.405
_06379_,8.405
_06617_,8.405
_06738_,8.405
_04521_,8.4
_07087_,8.4
_09560_,8.4
_10240_,8.4
_12182_,8.4
_12557_,8.4
_12666_,8.4
_12699_,8.4
_12807_,8.4
_13073_,8.4
_14690_,8.4
_14923_,8.4
_15110_,8.4
_15129_,8.4
_15634_,8.4
_16641_,8.4
_17086_,8.4
_18411_,8.4
_18910_,8.4
_23878_,8.4
_23880_,8.4
_23954_,8.4
_27209_,8.4
_28264_,8.4
_30206_,8.4
_30315_,8.4
_32517_,8.4
_32889_,8.4
_33776_,8.4
_35557_,8.4
_37704_,8.4
_41646_,8.4
_43067_,8.4
k\[125\]\[6\],8.4
out\[73\]\[5\],8.4
q\[2\]\[6\],8.4
q\[76\]\[7\],8.4
v\[114\]\[4\],8.4
net5248,8.4
_38478_,8.39
_41759_,8.39
scaled_scores\[11\]\[17\],8.39
_00830_,8.385
_01061_,8.385
_02859_,8.385
_40336_,8.385
_02922_,8.38
_04427_,8.38
_05173_,8.38
_05963_,8.38
_06664_,8.38
_07974_,8.38
_14243_,8.38
_19523_,8.38
_21807_,8.38
_24433_,8.38
_25465_,8.38
_26599_,8.38
_27628_,8.38
_27737_,8.38
_28201_,8.38
_30477_,8.38
_30535_,8.38
_30819_,8.38
_34616_,8.38
_34623_,8.38
_36951_,8.38
_39587_,8.38
_40020_,8.38
_40445_,8.38
_40664_,8.38
_43954_,8.38
k\[1\]\[5\],8.38
row_data[116],8.38
row_data[31],8.38
row_data[33],8.38
row_data[61],8.38
row_data[83],8.38
row_data[99],8.38
net1087,8.38
net2059,8.38
net2420,8.38
net2494,8.38
net2532,8.38
net2612,8.38
net3555,8.38
net3669,8.38
net4139,8.38
net4751,8.38
net4762,8.38
net4871,8.38
net5102,8.38
net5135,8.38
net5206,8.38
net5235,8.38
net5354,8.38
net5655,8.38
net5661,8.38
net5737,8.38
net5802,8.38
net5890,8.38
net6075,8.38
net6166,8.38
net6210,8.38
net6720,8.38
net6755,8.38
net7044,8.38
net7261,8.38
net7335,8.38
net7556,8.38
net7772,8.38
net7806,8.38
_41829_,8.37
_00562_,8.365
_00809_,8.365
_00831_,8.365
_02641_,8.365
_06448_,8.365
_07735_,8.36
_08801_,8.36
_09837_,8.36
_10256_,8.36
_13021_,8.36
_13519_,8.36
_17718_,8.36
_17752_,8.36
_18399_,8.36
_18954_,8.36
_20106_,8.36
_21113_,8.36
_22259_,8.36
_22303_,8.36
_22498_,8.36
_22654_,8.36
_22935_,8.36
_23939_,8.36
_24203_,8.36
_25220_,8.36
_25454_,8.36
_25660_,8.36
_26631_,8.36
_26977_,8.36
_27160_,8.36
_27405_,8.36
_27438_,8.36
_28984_,8.36
_29226_,8.36
_29490_,8.36
_30229_,8.36
_30937_,8.36
_31082_,8.36
_32792_,8.36
_35224_,8.36
_39691_,8.36
_39859_,8.36
_40573_,8.36
_40684_,8.36
_41070_,8.36
_41517_,8.36
_41736_,8.36
_42069_,8.36
_42238_,8.36
_42867_,8.36
_43386_,8.36
_44149_,8.36
k\[104\]\[0\],8.36
k\[11\]\[1\],8.36
k\[15\]\[2\],8.36
out\[25\]\[6\],8.36
out\[72\]\[6\],8.36
q\[100\]\[3\],8.36
q\[10\]\[0\],8.36
q\[40\]\[6\],8.36
q\[80\]\[0\],8.36
raw_scores\[40\]\[9\],8.36
raw_scores\[59\]\[7\],8.36
scaled_scores\[22\]\[9\],8.36
scaled_scores\[33\]\[6\],8.36
scaled_scores\[46\]\[10\],8.36
scaled_scores\[4\]\[3\],8.36
v\[1\]\[6\],8.36
v\[83\]\[4\],8.36
v\[94\]\[3\],8.36
net893,8.36
net2582,8.36
net2712,8.36
net3067,8.36
net3090,8.36
net3149,8.36
net3568,8.36
net3569,8.36
net5161,8.36
net5300,8.36
net5339,8.36
net5662,8.36
net5770,8.36
net6517,8.36
net6587,8.36
net7337,8.36
_20258_,8.355
_26499_,8.355
_38466_,8.35
_41188_,8.35
_06980_,8.345
out\[46\]\[6\],8.345
q\[54\]\[3\],8.345
_00670_,8.34
_01861_,8.34
_02682_,8.34
_03055_,8.34
_05855_,8.34
_06048_,8.34
_08470_,8.34
_08601_,8.34
_11513_,8.34
_12528_,8.34
_13019_,8.34
_13673_,8.34
_14070_,8.34
_14449_,8.34
_16727_,8.34
_17408_,8.34
_19262_,8.34
_20685_,8.34
_20982_,8.34
_22291_,8.34
_23152_,8.34
_25284_,8.34
_27751_,8.34
_30086_,8.34
_31376_,8.34
_31583_,8.34
_36821_,8.34
_38018_,8.34
_39219_,8.34
_40895_,8.34
_41205_,8.34
_41252_,8.34
_43333_,8.34
_44120_,8.34
_44202_,8.34
k\[1\]\[2\],8.34
out\[27\]\[4\],8.34
raw_scores\[0\]\[9\],8.34
v\[127\]\[1\],8.34
weights\[56\]\[7\],8.34
net1878,8.34
net2727,8.34
net3238,8.34
net3399,8.34
net3902,8.34
net4199,8.34
net4634,8.34
net4651,8.34
net4820,8.34
net4839,8.34
net4982,8.34
net5753,8.34
net6453,8.34
net6662,8.34
net7591,8.34
net7649,8.34
net7739,8.34
net7779,8.34
_14499_,8.335
_19349_,8.335
_23814_,8.335
_39854_,8.33
_00826_,8.325
_03392_,8.325
_05189_,8.325
q\[93\]\[7\],8.325
v\[70\]\[1\],8.325
weights\[24\]\[4\],8.325
weights\[29\]\[6\],8.325
_00815_,8.32
_02180_,8.32
_04481_,8.32
_08403_,8.32
_08591_,8.32
_10146_,8.32
_10524_,8.32
_10729_,8.32
_10868_,8.32
_10892_,8.32
_11051_,8.32
_13226_,8.32
_13817_,8.32
_13864_,8.32
_13990_,8.32
_17555_,8.32
_17605_,8.32
_20508_,8.32
_20859_,8.32
_21226_,8.32
_21823_,8.32
_23203_,8.32
_23254_,8.32
_24708_,8.32
_24897_,8.32
_26347_,8.32
_27259_,8.32
_27985_,8.32
_29759_,8.32
_29778_,8.32
_31027_,8.32
_31287_,8.32
_31446_,8.32
_32172_,8.32
_32200_,8.32
_34075_,8.32
_36467_,8.32
_37381_,8.32
_39539_,8.32
_39886_,8.32
_40184_,8.32
_41116_,8.32
_42628_,8.32
_42791_,8.32
_43426_,8.32
_43720_,8.32
_43830_,8.32
k\[4\]\[3\],8.32
out\[108\]\[4\],8.32
out\[119\]\[0\],8.32
q\[108\]\[7\],8.32
q\[65\]\[1\],8.32
q\[69\]\[6\],8.32
q\[99\]\[4\],8.32
raw_scores\[23\]\[6\],8.32
scaled_scores\[19\]\[12\],8.32
scaled_scores\[27\]\[16\],8.32
v\[47\]\[4\],8.32
weights\[19\]\[5\],8.32
weights\[59\]\[2\],8.32
net3313,8.32
net4986,8.32
raw_scores\[32\]\[6\],8.315
_25588_,8.31
_26600_,8.31
_01087_,8.305
_01265_,8.305
_01359_,8.305
_03093_,8.305
_03258_,8.305
_04712_,8.305
_05225_,8.305
_05443_,8.305
_06975_,8.305
_01355_,8.3
_03857_,8.3
_17723_,8.3
_18334_,8.3
_19670_,8.3
_22909_,8.3
_24040_,8.3
_27277_,8.3
_38048_,8.3
_40176_,8.3
_42866_,8.3
net4067,8.3
net4835,8.3
net7765,8.3
_05278_,8.295
out\[120\]\[4\],8.295
_02274_,8.285
_02282_,8.285
_02836_,8.285
_26758_,8.285
scaled_scores\[44\]\[5\],8.285
_02704_,8.28
_04037_,8.28
_07179_,8.28
_07436_,8.28
_08847_,8.28
_08851_,8.28
_11453_,8.28
_17503_,8.28
_18638_,8.28
_22912_,8.28
_28001_,8.28
_29219_,8.28
_37474_,8.28
_38598_,8.28
_42805_,8.28
k\[10\]\[1\],8.28
q\[55\]\[5\],8.28
raw_scores\[3\]\[2\],8.28
net1554,8.28
net1564,8.28
net1658,8.28
net1729,8.28
net1760,8.28
net1773,8.28
net2368,8.28
net2600,8.28
net3091,8.28
net3632,8.28
net3840,8.28
net3995,8.28
net4542,8.28
net4652,8.28
net4865,8.28
net4951,8.28
net5641,8.28
net5741,8.28
net5836,8.28
net5844,8.28
net6019,8.28
net6480,8.28
net6765,8.28
net6805,8.28
net6816,8.28
net6825,8.28
net6874,8.28
net7215,8.28
net7601,8.28
net7688,8.28
net7761,8.28
_04476_,8.275
_05771_,8.275
_13354_,8.27
_28441_,8.27
row_data[16],8.27
row_data[30],8.27
row_data[8],8.27
_00561_,8.265
_00623_,8.265
_00734_,8.265
_01003_,8.265
_01531_,8.265
_01669_,8.265
_03253_,8.265
_04245_,8.265
_04284_,8.265
_04727_,8.265
_05944_,8.265
_06072_,8.265
_06831_,8.265
_06959_,8.265
_14028_,8.265
_01530_,8.26
_01845_,8.26
_02189_,8.26
_04002_,8.26
_07307_,8.26
_07450_,8.26
_08207_,8.26
_08833_,8.26
_09035_,8.26
_27158_,8.26
_30275_,8.26
_32511_,8.26
_36956_,8.26
_37833_,8.26
_40783_,8.26
row_data[108],8.26
